sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0041,BOX_0041_0020,17.11,23.23,30.51,1
ORDER_0041,BOX_0041_0021,30.51,52.21,19.22,1
ORDER_0041,BOX_0041_0022,23.59,35.49,27.72,1
ORDER_0041,BOX_0041_0023,35.49,13.03,27.72,1
ORDER_0041,BOX_0041_0024,13.84,66.0,17.13,1
ORDER_0041,BOX_0041_0025,17.13,66.0,7.44,1
ORDER_0041,BOX_0041_0026,35.49,12.45,20.24,1
ORDER_0041,BOX_0041_0027,21.95,37.87,21.42,1
ORDER_0041,BOX_0041_0028,24.82,37.87,21.42,1
ORDER_0041,BOX_0041_0029,49.55,14.63,35.25,1
ORDER_0041,BOX_0041_0030,12.46,30.66,21.28,1
ORDER_0041,BOX_0041_0031,23.8,30.66,21.28,1
ORDER_0041,BOX_0041_0032,15.9,22.21,34.1,1
ORDER_0041,BOX_0041_0033,28.24,15.9,34.1,1
ORDER_0041,BOX_0041_0034,30.51,22.84,16.23,1
ORDER_0041,BOX_0041_0035,35.49,31.97,8.02,1
ORDER_0041,BOX_0041_0036,31.97,35.49,4.43,1
ORDER_0041,BOX_0041_0037,34.1,31.16,10.92,1
ORDER_0041,BOX_0041_0038,34.1,19.29,10.92,1
ORDER_0041,BOX_0041_0039,30.51,20.46,16.23,1
ORDER_0041,BOX_0041_0040,8.91,30.51,16.23,1
ORDER_0041,BOX_0041_0041,14.86,35.25,49.55,1
ORDER_0041,BOX_0041_0042,7.47,35.25,49.55,1
ORDER_0041,BOX_0041_0043,30.75,11.59,43.47,1
ORDER_0041,BOX_0041_0044,43.47,24.06,30.75,1
ORDER_0041,BOX_0041_0045,21.28,20.46,30.66,1
ORDER_0041,BOX_0041_0046,21.28,9.28,30.66,1
ORDER_0042,BOX_0042_0000,34.59,17.52,100.0,1
ORDER_0042,BOX_0042_0001,30.5,26.24,57.7,1
ORDER_0042,BOX_0042_0002,57.7,45.34,26.24,1
ORDER_0042,BOX_0042_0003,38.65,16.07,100.0,1
ORDER_0042,BOX_0042_0004,39.17,38.05,35.53,1
ORDER_0042,BOX_0042_0005,26.24,24.16,31.73,1
ORDER_0042,BOX_0042_0006,64.47,25.1,39.17,1
ORDER_0042,BOX_0042_0007,12.95,39.17,64.47,1
ORDER_0042,BOX_0042_0008,22.18,42.3,59.74,1
ORDER_0042,BOX_0042_0009,100.0,39.17,11.95,1
ORDER_0042,BOX_0042_0010,14.25,100.0,39.25,1
ORDER_0042,BOX_0042_0011,39.25,24.92,100.0,1
ORDER_0042,BOX_0042_0012,25.97,8.65,26.24,1
ORDER_0042,BOX_0042_0013,15.51,25.97,26.24,1
ORDER_0042,BOX_0042_0014,61.04,39.17,10.75,1
ORDER_0042,BOX_0042_0015,38.96,39.17,10.75,1
ORDER_0042,BOX_0042_0016,26.23,14.41,40.16,1
ORDER_0042,BOX_0042_0017,40.16,26.23,7.8,1
ORDER_0042,BOX_0042_0018,55.99,16.44,26.23,1
ORDER_0042,BOX_0042_0019,59.84,26.23,7.16,1
ORDER_0042,BOX_0042_0020,26.23,15.05,59.84,1
ORDER_0042,BOX_0042_0021,26.23,23.92,16.44,1
ORDER_0042,BOX_0042_0022,16.44,26.23,20.09,1
ORDER_0042,BOX_0042_0023,15.1,22.18,40.26,1
ORDER_0042,BOX_0042_0024,22.18,27.2,40.26,1
ORDER_0042,BOX_0042_0025,22.51,37.44,40.18,1
ORDER_0042,BOX_0042_0026,12.08,37.44,40.18,1
ORDER_0042,BOX_0042_0027,22.9,62.56,34.59,1
ORDER_0042,BOX_0042_0028,34.59,62.56,17.28,1
ORDER_0043,BOX_0043_0000,67.42,56.61,47.55,1
ORDER_0043,BOX_0043_0001,18.93,47.55,32.58,1
ORDER_0043,BOX_0043_0002,32.58,41.34,47.55,1
ORDER_0043,BOX_0043_0003,41.53,43.39,47.55,1
ORDER_0043,BOX_0043_0004,25.89,43.39,47.55,1
ORDER_0043,BOX_0043_0005,48.5,28.77,43.33,1
ORDER_0043,BOX_0043_0006,43.33,51.5,28.77,1
ORDER_0043,BOX_0043_0007,23.68,64.62,100.0,1
ORDER_0043,BOX_0043_0008,35.38,100.0,23.68,1
ORDER_0043,BOX_0043_0009,47.55,16.33,39.73,1
ORDER_0043,BOX_0043_0010,16.25,47.55,39.73,1
ORDER_0043,BOX_0043_0011,28.77,47.62,56.67,1
ORDER_0043,BOX_0043_0012,28.77,56.67,52.38,1
ORDER_0044,BOX_0044_0000,41.15,64.03,36.64,1
ORDER_0044,BOX_0044_0001,58.85,14.27,37.09,1
ORDER_0044,BOX_0044_0002,29.82,53.62,62.91,1
ORDER_0044,BOX_0044_0003,41.15,31.31,35.97,1
ORDER_0044,BOX_0044_0004,58.85,12.57,20.37,1
ORDER_0044,BOX_0044_0005,20.37,58.85,24.52,1
ORDER_0044,BOX_0044_0006,26.75,58.85,13.76,1
ORDER_0044,BOX_0044_0007,26.75,58.85,23.33,1
ORDER_0044,BOX_0044_0008,15.29,58.85,37.09,1
ORDER_0044,BOX_0044_0009,22.63,41.15,33.76,1
ORDER_0044,BOX_0044_0010,41.4,41.15,33.76,1
ORDER_0044,BOX_0044_0011,29.8,29.03,100.0,1
ORDER_0044,BOX_0044_0012,35.97,25.91,68.69,1
ORDER_0044,BOX_0044_0013,35.97,15.24,68.69,1
ORDER_0044,BOX_0044_0014,29.6,23.95,41.15,1
ORDER_0044,BOX_0044_0015,40.08,29.6,41.15,1
ORDER_0044,BOX_0044_0016,35.42,46.38,29.82,1
ORDER_0044,BOX_0044_0017,27.49,29.82,46.38,1
ORDER_0044,BOX_0044_0018,29.03,62.01,33.11,1
ORDER_0044,BOX_0044_0019,29.03,37.99,33.11,1
ORDER_0044,BOX_0044_0020,23.32,38.13,37.09,1
ORDER_0044,BOX_0044_0021,23.32,20.72,37.09,1
ORDER_0045,BOX_0045_0000,42.35,36.61,100.0,1
ORDER_0045,BOX_0045_0001,57.65,15.88,47.77,1
ORDER_0045,BOX_0045_0002,57.65,15.88,52.23,1
ORDER_0045,BOX_0045_0003,53.0,100.0,29.4,1
ORDER_0045,BOX_0045_0004,30.76,31.12,39.99,1
ORDER_0045,BOX_0045_0005,26.89,31.12,39.99,1
ORDER_0045,BOX_0045_0006,40.67,100.0,42.35,1
ORDER_0045,BOX_0045_0007,22.72,100.0,42.35,1
ORDER_0045,BOX_0045_0008,44.44,53.0,28.25,1
ORDER_0045,BOX_0045_0009,35.03,31.12,60.01,1
ORDER_0045,BOX_0045_0010,31.12,60.01,22.62,1
ORDER_0045,BOX_0045_0011,55.56,32.08,28.25,1
ORDER_0045,BOX_0045_0012,20.92,28.25,55.56,1
ORDER_0046,BOX_0046_0000,100.0,24.5,100.0,1
ORDER_0046,BOX_0046_0001,47.66,100.0,34.29,1
ORDER_0046,BOX_0046_0002,100.0,5.7,33.13,1
ORDER_0046,BOX_0046_0003,100.0,12.56,47.67,1
ORDER_0046,BOX_0046_0004,100.0,12.56,52.33,1
ORDER_0046,BOX_0046_0005,100.0,9.58,64.71,1
ORDER_0046,BOX_0046_0006,35.29,48.1,9.58,1
ORDER_0046,BOX_0046_0007,9.58,51.9,35.29,1
ORDER_0046,BOX_0046_0008,42.21,100.0,22.15,1
ORDER_0046,BOX_0046_0009,47.66,42.34,23.5,1
ORDER_0046,BOX_0046_0010,47.66,57.66,23.5,1
ORDER_0046,BOX_0046_0011,13.86,100.0,25.51,1
ORDER_0046,BOX_0046_0012,25.51,100.0,28.35,1
ORDER_0046,BOX_0046_0013,66.87,5.7,67.45,1
ORDER_0046,BOX_0046_0014,5.7,32.55,66.87,1
ORDER_0047,BOX_0047_0000,23.3,100.0,44.52,1
ORDER_0047,BOX_0047_0001,100.0,45.69,20.25,1
ORDER_0047,BOX_0047_0002,55.48,23.3,43.58,1
ORDER_0047,BOX_0047_0003,100.0,17.67,54.02,1
ORDER_0047,BOX_0047_0004,54.02,57.39,38.78,1
ORDER_0047,BOX_0047_0005,42.61,38.78,54.02,1
ORDER_0047,BOX_0047_0006,45.98,39.42,56.45,1
ORDER_0047,BOX_0047_0007,45.98,56.45,60.58,1
ORDER_0047,BOX_0047_0008,54.07,20.25,54.31,1
ORDER_0047,BOX_0047_0009,45.93,20.25,54.31,1
ORDER_0047,BOX_0047_0010,23.3,56.42,35.09,1
ORDER_0047,BOX_0047_0011,56.42,20.39,23.3,1
ORDER_0048,BOX_0048_0000,100.0,16.89,42.12,1
ORDER_0048,BOX_0048_0001,42.12,38.29,38.27,1
ORDER_0048,BOX_0048_0002,13.38,25.24,38.29,1
ORDER_0048,BOX_0048_0003,11.77,17.07,25.24,1
ORDER_0048,BOX_0048_0004,21.22,11.77,25.24,1
ORDER_0048,BOX_0048_0005,55.18,25.06,54.66,1
ORDER_0048,BOX_0048_0006,44.24,31.26,44.82,1
ORDER_0048,BOX_0048_0007,12.14,44.24,44.82,1
ORDER_0048,BOX_0048_0008,25.24,14.95,16.97,1
ORDER_0048,BOX_0048_0009,38.29,36.49,19.83,1
ORDER_0048,BOX_0048_0010,36.49,22.29,38.29,1
ORDER_0048,BOX_0048_0011,55.76,16.02,100.0,1
ORDER_0048,BOX_0048_0012,28.8,100.0,55.76,1
ORDER_0048,BOX_0048_0013,44.24,36.45,19.67,1
ORDER_0048,BOX_0048_0014,44.24,36.45,25.15,1
ORDER_0048,BOX_0048_0015,28.51,57.88,45.34,1
ORDER_0048,BOX_0048_0016,45.34,57.88,26.67,1
ORDER_0048,BOX_0048_0017,8.24,44.24,44.82,1
ORDER_0048,BOX_0048_0018,44.82,44.24,11.91,1
ORDER_0048,BOX_0048_0019,25.24,16.97,10.45,1
ORDER_0048,BOX_0048_0020,25.24,16.97,12.89,1
ORDER_0048,BOX_0048_0021,32.82,55.18,28.38,1
ORDER_0048,BOX_0048_0022,32.82,26.28,55.18,1
ORDER_0049,BOX_0049_0000,27.31,60.26,37.24,1
ORDER_0049,BOX_0049_0001,100.0,35.1,64.68,1
ORDER_0049,BOX_0049_0002,51.06,21.59,27.66,1
ORDER_0049,BOX_0049_0003,51.06,27.66,31.28,1
ORDER_0049,BOX_0049_0004,57.18,37.24,39.74,1
ORDER_0049,BOX_0049_0005,56.25,35.1,35.32,1
ORDER_0049,BOX_0049_0006,60.26,22.68,16.73,1
ORDER_0049,BOX_0049_0007,60.26,20.51,22.68,1
ORDER_0049,BOX_0049_0008,27.66,35.68,48.94,1
ORDER_0049,BOX_0049_0009,43.75,35.1,14.74,1
ORDER_0049,BOX_0049_0010,43.75,35.1,20.58,1
ORDER_0049,BOX_0049_0011,27.66,40.03,48.94,1
ORDER_0049,BOX_0049_0012,27.66,48.94,24.29,1
ORDER_0049,BOX_0049_0013,27.91,37.24,60.26,1
ORDER_0049,BOX_0049_0014,22.1,37.24,60.26,1
ORDER_0049,BOX_0049_0015,27.66,17.28,51.06,1
ORDER_0049,BOX_0049_0016,25.03,39.74,42.82,1
ORDER_0049,BOX_0049_0017,39.74,12.21,42.82,1
ORDER_0049,BOX_0049_0018,27.66,29.85,25.16,1
ORDER_0049,BOX_0049_0019,27.66,25.9,29.85,1
ORDER_0050,BOX_0050_0000,35.24,12.26,100.0,1
ORDER_0050,BOX_0050_0001,12.21,13.3,100.0,1
ORDER_0050,BOX_0050_0002,14.7,42.53,100.0,1
ORDER_0050,BOX_0050_0003,14.7,100.0,18.24,1
ORDER_0050,BOX_0050_0004,16.7,43.24,35.94,1
ORDER_0050,BOX_0050_0005,100.0,19.83,16.81,1
ORDER_0050,BOX_0050_0006,34.55,100.0,22.23,1
ORDER_0050,BOX_0050_0007,23.03,13.3,41.69,1
ORDER_0050,BOX_0050_0008,29.73,19.83,61.03,1
ORDER_0050,BOX_0050_0009,29.73,19.83,38.97,1
ORDER_0050,BOX_0050_0010,100.0,6.38,39.23,1
ORDER_0050,BOX_0050_0011,100.0,8.32,39.23,1
ORDER_0050,BOX_0050_0012,12.17,100.0,34.14,1
ORDER_0050,BOX_0050_0013,53.46,18.57,19.83,1
ORDER_0050,BOX_0050_0014,34.14,10.06,30.39,1
ORDER_0050,BOX_0050_0015,19.83,45.56,36.1,1
ORDER_0050,BOX_0050_0016,19.83,45.56,17.36,1
ORDER_0050,BOX_0050_0017,58.31,13.3,7.05,1
ORDER_0050,BOX_0050_0018,16.17,43.24,12.27,1
ORDER_0050,BOX_0050_0019,23.67,16.17,43.24,1
ORDER_0050,BOX_0050_0020,16.33,50.11,17.68,1
ORDER_0050,BOX_0050_0021,18.91,50.11,17.68,1
ORDER_0050,BOX_0050_0022,22.23,37.68,31.31,1
ORDER_0050,BOX_0050_0023,22.23,62.32,31.31,1
ORDER_0050,BOX_0050_0024,32.71,35.94,43.24,1
ORDER_0050,BOX_0050_0025,67.5,43.24,15.83,1
ORDER_0050,BOX_0050_0026,67.5,43.24,12.99,1
ORDER_0050,BOX_0050_0027,22.88,35.87,19.83,1
ORDER_0050,BOX_0050_0028,30.58,19.83,35.87,1
ORDER_0050,BOX_0050_0029,22.17,43.24,34.42,1
ORDER_0050,BOX_0050_0030,34.42,43.24,13.77,1
ORDER_0050,BOX_0050_0031,13.3,58.31,4.92,1
ORDER_0050,BOX_0050_0032,58.31,13.3,11.06,1
ORDER_0050,BOX_0050_0033,32.5,18.62,43.24,1
ORDER_0050,BOX_0050_0034,32.5,43.24,10.2,1
ORDER_0050,BOX_0050_0035,34.14,10.06,21.0,1
ORDER_0050,BOX_0050_0036,34.14,48.61,10.06,1
ORDER_0050,BOX_0050_0037,35.24,17.68,33.23,1
ORDER_0050,BOX_0050_0038,17.68,16.66,35.24,1
ORDER_0051,BOX_0051_0000,17.23,65.46,18.09,1
ORDER_0051,BOX_0051_0001,17.23,65.46,13.15,1
ORDER_0051,BOX_0051_0002,35.35,42.96,21.64,1
ORDER_0051,BOX_0051_0003,31.24,46.0,24.96,1
ORDER_0051,BOX_0051_0004,60.26,19.31,54.31,1
ORDER_0051,BOX_0051_0005,100.0,26.08,24.71,1
ORDER_0051,BOX_0051_0006,54.31,39.74,11.69,1
ORDER_0051,BOX_0051_0007,7.62,39.74,54.31,1
ORDER_0051,BOX_0051_0008,31.24,14.3,40.5,1
ORDER_0051,BOX_0051_0009,31.24,31.7,40.5,1
ORDER_0051,BOX_0051_0010,100.0,10.06,40.75,1
ORDER_0051,BOX_0051_0011,100.0,40.75,10.63,1
ORDER_0051,BOX_0051_0012,40.75,5.39,100.0,1
ORDER_0051,BOX_0051_0013,21.04,32.87,65.46,1
ORDER_0051,BOX_0051_0014,65.46,21.04,45.54,1
ORDER_0051,BOX_0051_0015,65.46,21.04,21.59,1
ORDER_0051,BOX_0051_0016,14.22,21.64,42.96,1
ORDER_0051,BOX_0051_0017,42.96,15.89,21.64,1
ORDER_0051,BOX_0051_0018,56.77,45.69,17.94,1
ORDER_0051,BOX_0051_0019,65.46,33.68,21.64,1
ORDER_0051,BOX_0051_0020,65.46,23.36,21.64,1
ORDER_0051,BOX_0051_0021,54.31,20.82,15.23,1
ORDER_0051,BOX_0051_0022,32.49,15.23,54.31,1
ORDER_0051,BOX_0051_0023,32.88,31.24,36.77,1
ORDER_0051,BOX_0051_0024,32.58,31.24,36.77,1
ORDER_0051,BOX_0051_0025,43.23,23.2,17.94,1
ORDER_0051,BOX_0051_0026,14.4,100.0,16.6,1
ORDER_0051,BOX_0051_0027,31.29,16.6,46.18,1
ORDER_0051,BOX_0051_0028,16.6,31.29,53.82,1
ORDER_0051,BOX_0051_0029,46.69,15.23,35.36,1
ORDER_0051,BOX_0051_0030,15.23,46.69,18.95,1
ORDER_0051,BOX_0051_0031,43.23,22.49,7.47,1
ORDER_0051,BOX_0051_0032,22.49,43.23,10.47,1
ORDER_0052,BOX_0052_0000,13.27,100.0,100.0,1
ORDER_0052,BOX_0052_0001,24.13,44.17,37.92,1
ORDER_0052,BOX_0052_0002,24.13,28.41,52.85,1
ORDER_0052,BOX_0052_0003,41.71,100.0,27.08,1
ORDER_0052,BOX_0052_0004,20.89,18.52,64.98,1
ORDER_0052,BOX_0052_0005,35.02,18.52,20.89,1
ORDER_0052,BOX_0052_0006,23.36,34.62,49.33,1
ORDER_0052,BOX_0052_0007,28.19,20.89,26.43,1
ORDER_0052,BOX_0052_0008,20.89,33.74,26.43,1
ORDER_0052,BOX_0052_0009,34.62,23.36,32.65,1
ORDER_0052,BOX_0052_0010,34.62,18.02,23.36,1
ORDER_0052,BOX_0052_0011,24.13,25.41,8.64,1
ORDER_0052,BOX_0052_0012,47.42,37.22,38.3,1
ORDER_0052,BOX_0052_0013,25.38,47.42,38.3,1
ORDER_0052,BOX_0052_0014,100.0,7.17,34.62,1
ORDER_0052,BOX_0052_0015,100.0,11.18,34.62,1
ORDER_0052,BOX_0052_0016,20.89,32.1,16.75,1
ORDER_0052,BOX_0052_0017,44.17,11.28,62.08,1
ORDER_0052,BOX_0052_0018,44.17,12.85,62.08,1
ORDER_0052,BOX_0052_0019,27.42,27.44,10.84,1
ORDER_0052,BOX_0052_0020,27.42,27.44,13.29,1
ORDER_0052,BOX_0052_0021,11.1,38.3,52.58,1
ORDER_0052,BOX_0052_0022,15.35,38.3,52.58,1
ORDER_0052,BOX_0052_0023,20.75,52.58,38.3,1
ORDER_0052,BOX_0052_0024,15.4,52.58,38.3,1
ORDER_0052,BOX_0052_0025,6.96,38.07,26.43,1
ORDER_0052,BOX_0052_0026,26.43,38.07,13.93,1
ORDER_0052,BOX_0052_0027,24.13,25.41,12.47,1
ORDER_0052,BOX_0052_0028,6.31,24.13,25.41,1
ORDER_0052,BOX_0052_0029,16.75,20.89,20.47,1
ORDER_0052,BOX_0052_0030,20.89,16.75,47.43,1
ORDER_0052,BOX_0052_0031,55.83,11.2,47.15,1
ORDER_0052,BOX_0052_0032,25.34,12.93,47.15,1
ORDER_0052,BOX_0052_0033,30.49,12.93,47.15,1
ORDER_0053,BOX_0053_0000,63.16,23.14,57.59,1
ORDER_0053,BOX_0053_0001,42.41,44.72,11.07,1
ORDER_0053,BOX_0053_0002,33.31,30.72,30.13,1
ORDER_0053,BOX_0053_0003,24.28,30.72,50.18,1
ORDER_0053,BOX_0053_0004,24.28,30.72,49.82,1
ORDER_0053,BOX_0053_0005,13.87,44.72,69.8,1
ORDER_0053,BOX_0053_0006,12.28,44.72,35.08,1
ORDER_0053,BOX_0053_0007,12.28,44.72,34.72,1
ORDER_0053,BOX_0053_0008,36.84,29.7,16.36,1
ORDER_0053,BOX_0053_0009,26.7,29.7,36.84,1
ORDER_0053,BOX_0053_0010,46.14,39.25,63.16,1
ORDER_0053,BOX_0053_0011,19.13,25.09,42.41,1
ORDER_0053,BOX_0053_0012,36.84,27.89,24.5,1
ORDER_0053,BOX_0053_0013,18.52,37.08,22.42,1
ORDER_0053,BOX_0053_0014,18.52,62.92,22.42,1
ORDER_0053,BOX_0053_0015,43.85,18.34,15.83,1
ORDER_0053,BOX_0053_0016,43.85,18.34,30.31,1
ORDER_0053,BOX_0053_0017,46.14,18.34,12.99,1
ORDER_0053,BOX_0053_0018,46.14,18.34,6.32,1
ORDER_0053,BOX_0053_0019,44.78,27.89,18.69,1
ORDER_0053,BOX_0053_0020,44.78,18.15,27.89,1
ORDER_0053,BOX_0053_0021,34.04,23.89,62.36,1
ORDER_0053,BOX_0053_0022,34.04,23.89,37.64,1
ORDER_0053,BOX_0053_0023,21.24,10.26,60.01,1
ORDER_0053,BOX_0053_0024,21.24,10.26,39.99,1
ORDER_0053,BOX_0053_0025,26.22,29.7,21.55,1
ORDER_0053,BOX_0053_0026,26.22,29.7,15.29,1
ORDER_0053,BOX_0053_0027,18.52,38.77,32.86,1
ORDER_0053,BOX_0053_0028,18.52,61.23,32.86,1
ORDER_0053,BOX_0053_0029,44.72,69.8,6.58,1
ORDER_0053,BOX_0053_0030,44.42,44.72,9.68,1
ORDER_0053,BOX_0053_0031,25.38,44.72,9.68,1
ORDER_0053,BOX_0053_0032,46.12,13.63,21.24,1
ORDER_0053,BOX_0053_0033,53.88,21.24,13.63,1
ORDER_0053,BOX_0053_0034,19.63,6.15,42.41,1
ORDER_0053,BOX_0053_0035,12.98,19.63,42.41,1
ORDER_0053,BOX_0053_0036,30.72,33.31,44.44,1
ORDER_0053,BOX_0053_0037,30.72,33.31,25.43,1
ORDER_0054,BOX_0054_0000,36.88,23.38,60.93,1
ORDER_0054,BOX_0054_0001,14.06,31.03,60.93,1
ORDER_0054,BOX_0054_0002,15.1,39.07,46.32,1
ORDER_0054,BOX_0054_0003,15.55,60.93,41.3,1
ORDER_0054,BOX_0054_0004,24.7,66.11,41.14,1
ORDER_0054,BOX_0054_0005,27.17,38.05,23.58,1
ORDER_0054,BOX_0054_0006,40.15,19.87,39.07,1
ORDER_0054,BOX_0054_0007,39.07,19.87,59.85,1
ORDER_0054,BOX_0054_0008,34.62,10.25,39.07,1
ORDER_0054,BOX_0054_0009,13.64,39.07,34.62,1
ORDER_0054,BOX_0054_0010,15.16,28.97,22.82,1
ORDER_0054,BOX_0054_0011,9.03,41.14,33.89,1
ORDER_0054,BOX_0054_0012,15.67,41.14,33.89,1
ORDER_0054,BOX_0054_0013,15.96,36.88,60.93,1
ORDER_0054,BOX_0054_0014,39.48,9.03,60.93,1
ORDER_0054,BOX_0054_0015,31.03,12.23,22.82,1
ORDER_0054,BOX_0054_0016,33.76,18.3,23.58,1
ORDER_0054,BOX_0054_0017,23.58,19.75,33.76,1
ORDER_0054,BOX_0054_0018,19.47,36.88,20.64,1
ORDER_0054,BOX_0054_0019,31.03,11.53,22.82,1
ORDER_0054,BOX_0054_0020,18.45,39.07,23.89,1
ORDER_0054,BOX_0054_0021,23.89,39.07,17.07,1
ORDER_0054,BOX_0054_0022,63.12,22.47,20.69,1
ORDER_0054,BOX_0054_0023,23.89,26.77,29.86,1
ORDER_0054,BOX_0054_0024,29.86,23.89,12.3,1
ORDER_0054,BOX_0054_0025,55.43,41.14,14.37,1
ORDER_0054,BOX_0054_0026,41.14,44.57,14.37,1
ORDER_0054,BOX_0054_0027,24.55,22.47,40.24,1
ORDER_0054,BOX_0054_0028,39.07,27.27,15.1,1
ORDER_0054,BOX_0054_0029,15.1,39.07,26.41,1
ORDER_0054,BOX_0054_0030,16.37,15.87,22.82,1
ORDER_0054,BOX_0054_0031,12.6,15.87,22.82,1
ORDER_0054,BOX_0054_0032,10.16,11.14,60.93,1
ORDER_0054,BOX_0054_0033,10.16,25.74,60.93,1
ORDER_0054,BOX_0054_0034,40.29,9.46,36.88,1
ORDER_0054,BOX_0054_0035,10.01,36.88,40.29,1
ORDER_0054,BOX_0054_0036,22.82,8.2,17.25,1
ORDER_0054,BOX_0054_0037,13.78,22.82,8.2,1
ORDER_0054,BOX_0054_0038,60.93,15.46,23.93,1
ORDER_0054,BOX_0054_0039,14.26,25.84,60.93,1
ORDER_0054,BOX_0054_0040,25.84,60.93,9.67,1
ORDER_0054,BOX_0054_0041,12.66,12.79,60.93,1
ORDER_0054,BOX_0054_0042,26.82,12.79,60.93,1
ORDER_0054,BOX_0054_0043,30.48,39.54,25.31,1
ORDER_0054,BOX_0054_0044,30.48,39.54,12.74,1
ORDER_0054,BOX_0054_0045,22.47,19.14,38.57,1
ORDER_0054,BOX_0054_0046,22.47,21.1,38.57,1
ORDER_0054,BOX_0054_0047,30.45,38.05,15.7,1
ORDER_0054,BOX_0054_0048,30.45,38.05,23.84,1
ORDER_0055,BOX_0055_0000,39.55,59.05,27.66,1
ORDER_0055,BOX_0055_0001,69.21,27.01,14.74,1
ORDER_0055,BOX_0055_0002,14.74,27.01,30.79,1
ORDER_0055,BOX_0055_0003,39.79,35.34,59.05,1
ORDER_0055,BOX_0055_0004,39.79,64.66,21.09,1
ORDER_0055,BOX_0055_0005,20.43,60.45,14.95,1
ORDER_0055,BOX_0055_0006,39.79,37.96,22.77,1
ORDER_0055,BOX_0055_0007,37.96,26.34,41.89,1
ORDER_0055,BOX_0055_0008,43.83,16.18,100.0,1
ORDER_0055,BOX_0055_0009,31.54,17.81,38.42,1
ORDER_0055,BOX_0055_0010,17.81,20.63,31.54,1
ORDER_0055,BOX_0055_0011,23.09,13.45,41.89,1
ORDER_0055,BOX_0055_0012,41.89,14.87,13.45,1
ORDER_0055,BOX_0055_0013,56.17,57.23,16.18,1
ORDER_0055,BOX_0055_0014,56.17,42.77,16.18,1
ORDER_0055,BOX_0055_0015,38.23,17.81,20.81,1
ORDER_0055,BOX_0055_0016,38.23,17.81,38.24,1
ORDER_0055,BOX_0055_0017,58.67,100.0,11.05,1
ORDER_0055,BOX_0055_0018,25.75,12.71,60.45,1
ORDER_0055,BOX_0055_0019,60.28,13.72,58.67,1
ORDER_0055,BOX_0055_0020,39.72,13.72,58.67,1
ORDER_0055,BOX_0055_0021,56.0,32.04,14.74,1
ORDER_0055,BOX_0055_0022,44.0,14.74,32.04,1
ORDER_0055,BOX_0055_0023,33.3,12.71,39.58,1
ORDER_0055,BOX_0055_0024,33.3,12.71,20.87,1
ORDER_0055,BOX_0055_0025,17.81,30.23,25.53,1
ORDER_0055,BOX_0055_0026,17.81,33.52,30.23,1
ORDER_0055,BOX_0055_0027,14.04,100.0,41.33,1
ORDER_0055,BOX_0055_0028,10.73,56.28,41.33,1
ORDER_0055,BOX_0055_0029,10.73,43.72,41.33,1
ORDER_0055,BOX_0055_0030,38.62,33.38,14.95,1
ORDER_0055,BOX_0055_0031,14.95,27.07,38.62,1
ORDER_0056,BOX_0056_0000,100.0,34.17,15.01,1
ORDER_0056,BOX_0056_0001,16.67,100.0,17.26,1
ORDER_0056,BOX_0056_0002,17.5,17.26,100.0,1
ORDER_0056,BOX_0056_0003,29.11,32.27,51.06,1
ORDER_0056,BOX_0056_0004,48.34,67.73,19.57,1
ORDER_0056,BOX_0056_0005,19.57,19.68,67.73,1
ORDER_0056,BOX_0056_0006,11.34,32.81,100.0,1
ORDER_0056,BOX_0056_0007,25.81,47.74,67.44,1
ORDER_0056,BOX_0056_0008,39.71,32.27,36.72,1
ORDER_0056,BOX_0056_0009,32.27,36.72,60.29,1
ORDER_0056,BOX_0056_0010,11.34,11.9,100.0,1
ORDER_0056,BOX_0056_0011,11.34,23.02,100.0,1
ORDER_0056,BOX_0056_0012,69.09,22.74,100.0,1
ORDER_0056,BOX_0056_0013,29.98,32.56,25.81,1
ORDER_0056,BOX_0056_0014,25.81,17.76,32.56,1
ORDER_0056,BOX_0056_0015,25.14,29.11,32.27,1
ORDER_0056,BOX_0056_0016,23.8,32.27,29.11,1
ORDER_0056,BOX_0056_0017,14.26,67.73,19.57,1
ORDER_0056,BOX_0056_0018,19.57,67.73,17.72,1
ORDER_0056,BOX_0056_0019,25.81,64.19,21.35,1
ORDER_0056,BOX_0056_0020,35.81,21.35,25.81,1
ORDER_0056,BOX_0056_0021,21.45,100.0,19.18,1
ORDER_0056,BOX_0056_0022,47.64,100.0,19.18,1
ORDER_0057,BOX_0057_0000,100.0,44.2,57.88,1
ORDER_0057,BOX_0057_0001,55.8,56.3,28.65,1
ORDER_0057,BOX_0057_0002,19.0,56.3,29.47,1
ORDER_0057,BOX_0057_0003,36.8,29.47,56.3,1
ORDER_0057,BOX_0057_0004,56.3,29.51,41.88,1
ORDER_0057,BOX_0057_0005,56.3,41.88,26.29,1
ORDER_0057,BOX_0057_0006,43.7,55.8,45.43,1
ORDER_0057,BOX_0057_0007,54.57,55.8,43.7,1
ORDER_0057,BOX_0057_0008,44.2,100.0,14.53,1
ORDER_0057,BOX_0057_0009,44.2,27.59,100.0,1
ORDER_0058,BOX_0058_0000,40.95,19.92,100.0,1
ORDER_0058,BOX_0058_0001,59.05,32.51,58.05,1
ORDER_0058,BOX_0058_0002,59.05,58.05,24.94,1
ORDER_0058,BOX_0058_0003,40.95,54.4,37.53,1
